unique.id,date,time,strain,color,group,replicate,trap,resting.height,hobo,mean_temp,mean_rh,replicate.id
MID.B.BF.Afternoon.0,7/28/2023,28:30:00,MID,B,BF,Afternoon,4,0.015625,0,28.61653846,77.00830769,7/28/2023.16:30 PM.MID.B.BF.Afternoon
MID.B.BF.Afternoon.0,7/28/2023,28:30:00,MID,B,BF,Afternoon,4,0.09375,0,28.61653846,77.00830769,7/28/2023.16:30 PM.MID.B.BF.Afternoon
MID.B.BF.Afternoon.0,7/28/2023,28:30:00,MID,B,BF,Afternoon,4,0.09635416666666667,0,28.61653846,77.00830769,7/28/2023.16:30 PM.MID.B.BF.Afternoon
MID.B.BF.Afternoon.0,7/28/2023,28:30:00,MID,B,BF,Afternoon,3,0.10416666666666667,0,28.61653846,77.00830769,7/28/2023.16:30 PM.MID.B.BF.Afternoon
MID.B.BF.Afternoon.128,7/28/2023,28:30:00,MID,B,BF,Afternoon,1,0.546875,128,28.20507692,80.02576923,7/28/2023.16:30 PM.MID.B.BF.Afternoon
MID.B.BF.Afternoon.128,7/28/2023,28:30:00,MID,B,BF,Afternoon,1,0.6145833333333334,128,28.20507692,80.02576923,7/28/2023.16:30 PM.MID.B.BF.Afternoon
MID.B.BF.Afternoon.128,7/28/2023,28:30:00,MID,B,BF,Afternoon,3,0.6145833333333334,128,28.20507692,80.02576923,7/28/2023.16:30 PM.MID.B.BF.Afternoon
MID.B.BF.Afternoon.128,7/28/2023,28:30:00,MID,B,BF,Afternoon,3,0.671875,128,28.20507692,80.02576923,7/28/2023.16:30 PM.MID.B.BF.Afternoon
MID.B.BF.Afternoon.128,7/28/2023,28:30:00,MID,B,BF,Afternoon,1,0.7083333333333334,128,28.20507692,80.02576923,7/28/2023.16:30 PM.MID.B.BF.Afternoon
MID.B.BF.Afternoon.128,7/28/2023,28:30:00,MID,B,BF,Afternoon,4,0.7161458333333334,128,28.20507692,80.02576923,7/28/2023.16:30 PM.MID.B.BF.Afternoon
MID.B.BF.Afternoon.128,7/28/2023,28:30:00,MID,B,BF,Afternoon,3,0.7526041666666667,128,28.20507692,80.02576923,7/28/2023.16:30 PM.MID.B.BF.Afternoon
MID.B.BF.Afternoon.192,7/28/2023,28:30:00,MID,B,BF,Afternoon,3,0.875,192,28.16561538,76.87484615,7/28/2023.16:30 PM.MID.B.BF.Afternoon
MID.B.BF.Afternoon.192,7/28/2023,28:30:00,MID,B,BF,Afternoon,3,0.9583333333333334,192,28.16561538,76.87484615,7/28/2023.16:30 PM.MID.B.BF.Afternoon
MID.B.BF.Afternoon.64,7/28/2023,28:30:00,MID,B,BF,Afternoon,3,0.23697916666666669,64,28.28276923,78.27730769,7/28/2023.16:30 PM.MID.B.BF.Afternoon
MID.B.BF.Afternoon.64,7/28/2023,28:30:00,MID,B,BF,Afternoon,3,0.2552083333333333,64,28.28276923,78.27730769,7/28/2023.16:30 PM.MID.B.BF.Afternoon
MID.B.BF.Afternoon.64,7/28/2023,28:30:00,MID,B,BF,Afternoon,4,0.2552083333333333,64,28.28276923,78.27730769,7/28/2023.16:30 PM.MID.B.BF.Afternoon
MID.B.BF.Afternoon.64,7/28/2023,28:30:00,MID,B,BF,Afternoon,4,0.296875,64,28.28276923,78.27730769,7/28/2023.16:30 PM.MID.B.BF.Afternoon
MID.B.BF.Afternoon.64,7/28/2023,28:30:00,MID,B,BF,Afternoon,3,0.3229166666666667,64,28.28276923,78.27730769,7/28/2023.16:30 PM.MID.B.BF.Afternoon
MID.B.BF.Afternoon.64,7/28/2023,28:30:00,MID,B,BF,Afternoon,4,0.3229166666666667,64,28.28276923,78.27730769,7/28/2023.16:30 PM.MID.B.BF.Afternoon
MID.B.BF.Afternoon.64,7/28/2023,28:30:00,MID,B,BF,Afternoon,3,0.328125,64,28.28276923,78.27730769,7/28/2023.16:30 PM.MID.B.BF.Afternoon
MID.B.BF.Afternoon.64,7/28/2023,28:30:00,MID,B,BF,Afternoon,4,0.3385416666666667,64,28.28276923,78.27730769,7/28/2023.16:30 PM.MID.B.BF.Afternoon
MID.B.BF.Afternoon.64,7/28/2023,28:30:00,MID,B,BF,Afternoon,3,0.4270833333333333,64,28.28276923,78.27730769,7/28/2023.16:30 PM.MID.B.BF.Afternoon
MID.B.BF.Afternoon.64,7/28/2023,28:30:00,MID,B,BF,Afternoon,3,0.4322916666666667,64,28.28276923,78.27730769,7/28/2023.16:30 PM.MID.B.BF.Afternoon
MID.B.BF.Afternoon.64,7/28/2023,28:30:00,MID,B,BF,Afternoon,3,0.4401041666666667,64,28.28276923,78.27730769,7/28/2023.16:30 PM.MID.B.BF.Afternoon
MID.B.BF.Afternoon.64,7/28/2023,28:30:00,MID,B,BF,Afternoon,3,0.453125,64,28.28276923,78.27730769,7/28/2023.16:30 PM.MID.B.BF.Afternoon
MID.B.BF.Morning.0,7/31/2023,09:20:00,MID,B,BF,Morning,3,0.020833333333333336,0,29.08538462,79.46161538,7/31/2023.9:20 AM.MID.B.BF.Morning
MID.B.BF.Morning.0,7/31/2023,09:20:00,MID,B,BF,Morning,4,0.03125,0,29.08538462,79.46161538,7/31/2023.9:20 AM.MID.B.BF.Morning
MID.B.BF.Morning.0,7/31/2023,09:20:00,MID,B,BF,Morning,3,0.036458333333333336,0,29.08538462,79.46161538,7/31/2023.9:20 AM.MID.B.BF.Morning
MID.B.BF.Morning.0,7/31/2023,09:20:00,MID,B,BF,Morning,3,0.07291666666666667,0,29.08538462,79.46161538,7/31/2023.9:20 AM.MID.B.BF.Morning
MID.B.BF.Morning.0,7/31/2023,09:20:00,MID,B,BF,Morning,3,0.09114583333333333,0,29.08538462,79.46161538,7/31/2023.9:20 AM.MID.B.BF.Morning
MID.B.BF.Morning.0,7/31/2023,09:20:00,MID,B,BF,Morning,4,0.15625,0,29.08538462,79.46161538,7/31/2023.9:20 AM.MID.B.BF.Morning
MID.B.BF.Morning.0,7/31/2023,09:20:00,MID,B,BF,Morning,1,0.16666666666666669,0,29.08538462,79.46161538,7/31/2023.9:20 AM.MID.B.BF.Morning
MID.B.BF.Morning.128,7/31/2023,09:20:00,MID,B,BF,Morning,1,0.6354166666666666,128,30.12469231,76.71376923,7/31/2023.9:20 AM.MID.B.BF.Morning
MID.B.BF.Morning.128,7/31/2023,09:20:00,MID,B,BF,Morning,1,0.7369791666666667,128,30.12469231,76.71376923,7/31/2023.9:20 AM.MID.B.BF.Morning
MID.B.BF.Morning.64,7/31/2023,09:20:00,MID,B,BF,Morning,3,0.1796875,64,29.48030769,78.69915385,7/31/2023.9:20 AM.MID.B.BF.Morning
MID.B.BF.Morning.64,7/31/2023,09:20:00,MID,B,BF,Morning,1,0.19791666666666669,64,29.48030769,78.69915385,7/31/2023.9:20 AM.MID.B.BF.Morning
MID.B.BF.Morning.64,7/31/2023,09:20:00,MID,B,BF,Morning,3,0.22395833333333334,64,29.48030769,78.69915385,7/31/2023.9:20 AM.MID.B.BF.Morning
MID.B.BF.Morning.64,7/31/2023,09:20:00,MID,B,BF,Morning,3,0.23177083333333334,64,29.48030769,78.69915385,7/31/2023.9:20 AM.MID.B.BF.Morning
MID.B.BF.Morning.64,7/31/2023,09:20:00,MID,B,BF,Morning,3,0.23437500000000003,64,29.48030769,78.69915385,7/31/2023.9:20 AM.MID.B.BF.Morning
MID.B.BF.Morning.64,7/31/2023,09:20:00,MID,B,BF,Morning,3,0.23958333333333334,64,29.48030769,78.69915385,7/31/2023.9:20 AM.MID.B.BF.Morning
MID.B.BF.Morning.64,7/31/2023,09:20:00,MID,B,BF,Morning,3,0.2432291666666667,64,29.48030769,78.69915385,7/31/2023.9:20 AM.MID.B.BF.Morning
MID.B.BF.Morning.64,7/31/2023,09:20:00,MID,B,BF,Morning,1,0.24479166666666666,64,29.48030769,78.69915385,7/31/2023.9:20 AM.MID.B.BF.Morning
MID.B.BF.Morning.64,7/31/2023,09:20:00,MID,B,BF,Morning,3,0.26302083333333337,64,29.48030769,78.69915385,7/31/2023.9:20 AM.MID.B.BF.Morning
MID.B.BF.Morning.64,7/31/2023,09:20:00,MID,B,BF,Morning,1,0.3072916666666667,64,29.48030769,78.69915385,7/31/2023.9:20 AM.MID.B.BF.Morning
MID.B.BF.Morning.64,7/31/2023,09:20:00,MID,B,BF,Morning,4,0.3072916666666667,64,29.48030769,78.69915385,7/31/2023.9:20 AM.MID.B.BF.Morning
MID.B.BF.Morning.64,7/31/2023,09:20:00,MID,B,BF,Morning,1,0.46614583333333337,64,29.48030769,78.69915385,7/31/2023.9:20 AM.MID.B.BF.Morning
MID.B.BF.Noon.0,7/29/2023,25:40:00,MID,B,BF,Noon,1,0.10416666666666667,0,31.86038462,64.86938462,7/29/2023.13:40 PM.MID.B.BF.Noon
MID.B.BF.Noon.0,7/29/2023,25:40:00,MID,B,BF,Noon,1,0.16145833333333334,0,31.86038462,64.86938462,7/29/2023.13:40 PM.MID.B.BF.Noon
MID.B.BF.Noon.0,7/29/2023,25:40:00,MID,B,BF,Noon,3,0.11718750000000001,0,31.86038462,64.86938462,7/29/2023.13:40 PM.MID.B.BF.Noon
MID.B.BF.Noon.0,7/29/2023,25:40:00,MID,B,BF,Noon,3,0.15885416666666666,0,31.86038462,64.86938462,7/29/2023.13:40 PM.MID.B.BF.Noon
MID.B.BF.Noon.0,7/29/2023,25:40:00,MID,B,BF,Noon,3,0.16666666666666669,0,31.86038462,64.86938462,7/29/2023.13:40 PM.MID.B.BF.Noon
MID.B.BF.Noon.0,7/29/2023,25:40:00,MID,B,BF,Noon,2,0.046875,0,31.86038462,64.86938462,7/29/2023.13:40 PM.MID.B.BF.Noon
MID.B.BF.Noon.0,7/29/2023,25:40:00,MID,B,BF,Noon,2,0.06770833333333334,0,31.86038462,64.86938462,7/29/2023.13:40 PM.MID.B.BF.Noon
MID.B.BF.Noon.0,7/29/2023,25:40:00,MID,B,BF,Noon,2,0.11979166666666667,0,31.86038462,64.86938462,7/29/2023.13:40 PM.MID.B.BF.Noon
MID.B.BF.Noon.0,7/29/2023,25:40:00,MID,B,BF,Noon,3,0.09375,0,31.86038462,64.86938462,7/29/2023.13:40 PM.MID.B.BF.Noon
MID.B.BF.Noon.128,7/29/2023,25:40:00,MID,B,BF,Noon,1,0.7552083333333334,128,32.28723077,59.04,7/29/2023.13:40 PM.MID.B.BF.Noon
MID.B.BF.Noon.128,7/29/2023,25:40:00,MID,B,BF,Noon,2,0.5859375,128,32.28723077,59.04,7/29/2023.13:40 PM.MID.B.BF.Noon
MID.B.BF.Noon.128,7/29/2023,25:40:00,MID,B,BF,Noon,1,0.5755208333333334,128,32.28723077,59.04,7/29/2023.13:40 PM.MID.B.BF.Noon
MID.B.BF.Noon.128,7/29/2023,25:40:00,MID,B,BF,Noon,1,0.6510416666666667,128,32.28723077,59.04,7/29/2023.13:40 PM.MID.B.BF.Noon
MID.B.BF.Noon.128,7/29/2023,25:40:00,MID,B,BF,Noon,1,0.6901041666666666,128,32.28723077,59.04,7/29/2023.13:40 PM.MID.B.BF.Noon
MID.B.BF.Noon.128,7/29/2023,25:40:00,MID,B,BF,Noon,3,0.8177083333333334,128,32.28723077,59.04,7/29/2023.13:40 PM.MID.B.BF.Noon
MID.B.BF.Noon.192,7/29/2023,25:40:00,MID,B,BF,Noon,4,0.9687500000000001,192,32.56376923,54.26461538,7/29/2023.13:40 PM.MID.B.BF.Noon
MID.B.BF.Noon.64,7/29/2023,25:40:00,MID,B,BF,Noon,2,0.19791666666666669,64,32.25969231,59.487,7/29/2023.13:40 PM.MID.B.BF.Noon
MID.B.BF.Noon.64,7/29/2023,25:40:00,MID,B,BF,Noon,3,0.17187500000000003,64,32.25969231,59.487,7/29/2023.13:40 PM.MID.B.BF.Noon
MID.B.BF.Noon.64,7/29/2023,25:40:00,MID,B,BF,Noon,3,0.20833333333333334,64,32.25969231,59.487,7/29/2023.13:40 PM.MID.B.BF.Noon
MID.B.BF.Noon.64,7/29/2023,25:40:00,MID,B,BF,Noon,1,0.3229166666666667,64,32.25969231,59.487,7/29/2023.13:40 PM.MID.B.BF.Noon
MID.B.BF.Noon.64,7/29/2023,25:40:00,MID,B,BF,Noon,1,0.32552083333333337,64,32.25969231,59.487,7/29/2023.13:40 PM.MID.B.BF.Noon
MID.B.BF.Noon.64,7/29/2023,25:40:00,MID,B,BF,Noon,3,0.18229166666666666,64,32.25969231,59.487,7/29/2023.13:40 PM.MID.B.BF.Noon
MID.B.BF.Noon.64,7/29/2023,25:40:00,MID,B,BF,Noon,1,0.23437500000000003,64,32.25969231,59.487,7/29/2023.13:40 PM.MID.B.BF.Noon
MID.B.BF.Noon.64,7/29/2023,25:40:00,MID,B,BF,Noon,4,0.3932291666666667,64,32.25969231,59.487,7/29/2023.13:40 PM.MID.B.BF.Noon
MID.B.BF.Noon.64,7/29/2023,25:40:00,MID,B,BF,Noon,4,0.4895833333333333,64,32.25969231,59.487,7/29/2023.13:40 PM.MID.B.BF.Noon
MID.B.BF.Noon.64,7/29/2023,25:40:00,MID,B,BF,Noon,4,0.3541666666666667,64,32.25969231,59.487,7/29/2023.13:40 PM.MID.B.BF.Noon
MID.B.BF.Noon.64,7/29/2023,25:40:00,MID,B,BF,Noon,4,0.3541666666666667,64,32.25969231,59.487,7/29/2023.13:40 PM.MID.B.BF.Noon
MID.B.M.Afternoon.0,7/29/2023,29:00:00,MID,B,M,Afternoon,4,0.020833333333333336,0,29.02184615,73.43223077,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.0,7/29/2023,29:00:00,MID,B,M,Afternoon,2,0.028645833333333336,0,29.02184615,73.43223077,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.0,7/29/2023,29:00:00,MID,B,M,Afternoon,1,0.036458333333333336,0,29.02184615,73.43223077,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.0,7/29/2023,29:00:00,MID,B,M,Afternoon,2,0.052083333333333336,0,29.02184615,73.43223077,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.0,7/29/2023,29:00:00,MID,B,M,Afternoon,3,0.052083333333333336,0,29.02184615,73.43223077,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.0,7/29/2023,29:00:00,MID,B,M,Afternoon,3,0.06510416666666667,0,29.02184615,73.43223077,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.0,7/29/2023,29:00:00,MID,B,M,Afternoon,2,0.06770833333333334,0,29.02184615,73.43223077,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.0,7/29/2023,29:00:00,MID,B,M,Afternoon,2,0.06770833333333334,0,29.02184615,73.43223077,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.0,7/29/2023,29:00:00,MID,B,M,Afternoon,2,0.078125,0,29.02184615,73.43223077,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.0,7/29/2023,29:00:00,MID,B,M,Afternoon,2,0.08854166666666667,0,29.02184615,73.43223077,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.0,7/29/2023,29:00:00,MID,B,M,Afternoon,3,0.09895833333333334,0,29.02184615,73.43223077,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.0,7/29/2023,29:00:00,MID,B,M,Afternoon,2,0.10416666666666667,0,29.02184615,73.43223077,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.0,7/29/2023,29:00:00,MID,B,M,Afternoon,2,0.11458333333333334,0,29.02184615,73.43223077,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.0,7/29/2023,29:00:00,MID,B,M,Afternoon,3,0.13020833333333334,0,29.02184615,73.43223077,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.0,7/29/2023,29:00:00,MID,B,M,Afternoon,3,0.13541666666666669,0,29.02184615,73.43223077,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.0,7/29/2023,29:00:00,MID,B,M,Afternoon,2,0.15104166666666666,0,29.02184615,73.43223077,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.0,7/29/2023,29:00:00,MID,B,M,Afternoon,3,0.15625,0,29.02184615,73.43223077,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.0,7/29/2023,29:00:00,MID,B,M,Afternoon,2,0.15885416666666666,0,29.02184615,73.43223077,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.0,7/29/2023,29:00:00,MID,B,M,Afternoon,3,0.15885416666666666,0,29.02184615,73.43223077,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.0,7/29/2023,29:00:00,MID,B,M,Afternoon,2,0.16145833333333334,0,29.02184615,73.43223077,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.0,7/29/2023,29:00:00,MID,B,M,Afternoon,3,0.16666666666666669,0,29.02184615,73.43223077,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.128,7/29/2023,29:00:00,MID,B,M,Afternoon,3,0.59375,128,28.75584615,75.26053846,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.128,7/29/2023,29:00:00,MID,B,M,Afternoon,2,0.609375,128,28.75584615,75.26053846,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.128,7/29/2023,29:00:00,MID,B,M,Afternoon,2,0.6614583333333334,128,28.75584615,75.26053846,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.128,7/29/2023,29:00:00,MID,B,M,Afternoon,1,0.6927083333333334,128,28.75584615,75.26053846,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.128,7/29/2023,29:00:00,MID,B,M,Afternoon,1,0.71875,128,28.75584615,75.26053846,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.128,7/29/2023,29:00:00,MID,B,M,Afternoon,3,0.7291666666666666,128,28.75584615,75.26053846,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.128,7/29/2023,29:00:00,MID,B,M,Afternoon,1,0.7552083333333334,128,28.75584615,75.26053846,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.128,7/29/2023,29:00:00,MID,B,M,Afternoon,3,0.7682291666666667,128,28.75584615,75.26053846,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.128,7/29/2023,29:00:00,MID,B,M,Afternoon,3,0.7682291666666667,128,28.75584615,75.26053846,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.128,7/29/2023,29:00:00,MID,B,M,Afternoon,4,0.7864583333333334,128,28.75584615,75.26053846,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.128,7/29/2023,29:00:00,MID,B,M,Afternoon,1,0.8328125000000001,128,28.75584615,75.26053846,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.192,7/29/2023,29:00:00,MID,B,M,Afternoon,3,0.8359375,192,28.66576923,72.11023077,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.192,7/29/2023,29:00:00,MID,B,M,Afternoon,4,0.8463541666666667,192,28.66576923,72.11023077,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.192,7/29/2023,29:00:00,MID,B,M,Afternoon,3,0.8489583333333333,192,28.66576923,72.11023077,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.192,7/29/2023,29:00:00,MID,B,M,Afternoon,1,0.8828125000000001,192,28.66576923,72.11023077,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.192,7/29/2023,29:00:00,MID,B,M,Afternoon,3,0.8854166666666666,192,28.66576923,72.11023077,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.192,7/29/2023,29:00:00,MID,B,M,Afternoon,3,0.8984375000000001,192,28.66576923,72.11023077,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.192,7/29/2023,29:00:00,MID,B,M,Afternoon,1,0.9479166666666667,192,28.66576923,72.11023077,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.192,7/29/2023,29:00:00,MID,B,M,Afternoon,1,0.9635416666666667,192,28.66576923,72.11023077,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.192,7/29/2023,29:00:00,MID,B,M,Afternoon,4,0.984375,192,28.66576923,72.11023077,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.192,7/29/2023,29:00:00,MID,B,M,Afternoon,3,0.9947916666666666,192,28.66576923,72.11023077,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.64,7/29/2023,29:00:00,MID,B,M,Afternoon,3,0.1875,64,28.84753846,73.876,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.64,7/29/2023,29:00:00,MID,B,M,Afternoon,3,0.19270833333333334,64,28.84753846,73.876,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.64,7/29/2023,29:00:00,MID,B,M,Afternoon,1,0.19791666666666669,64,28.84753846,73.876,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.64,7/29/2023,29:00:00,MID,B,M,Afternoon,1,0.21354166666666666,64,28.84753846,73.876,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.64,7/29/2023,29:00:00,MID,B,M,Afternoon,3,0.22395833333333334,64,28.84753846,73.876,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.64,7/29/2023,29:00:00,MID,B,M,Afternoon,2,0.2265625,64,28.84753846,73.876,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.64,7/29/2023,29:00:00,MID,B,M,Afternoon,1,0.22916666666666669,64,28.84753846,73.876,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.64,7/29/2023,29:00:00,MID,B,M,Afternoon,3,0.24479166666666666,64,28.84753846,73.876,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.64,7/29/2023,29:00:00,MID,B,M,Afternoon,3,0.2526041666666667,64,28.84753846,73.876,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.64,7/29/2023,29:00:00,MID,B,M,Afternoon,3,0.2526041666666667,64,28.84753846,73.876,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.64,7/29/2023,29:00:00,MID,B,M,Afternoon,2,0.2760416666666667,64,28.84753846,73.876,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.64,7/29/2023,29:00:00,MID,B,M,Afternoon,3,0.2942708333333333,64,28.84753846,73.876,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.64,7/29/2023,29:00:00,MID,B,M,Afternoon,1,0.296875,64,28.84753846,73.876,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.64,7/29/2023,29:00:00,MID,B,M,Afternoon,3,0.3125,64,28.84753846,73.876,7/29/2023.17:00 PM.MID.B.M.Afternoon
MID.B.M.Afternoon.64,7/29/2023,29:00:00,MID,B,M,Afternoon,3,0.3307291666666667,64,28.84753846,73.876,7/29/2023.17:00 PM.MID.B.M.Afternoon
